Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Name
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,37.296,2,0.3,-1.0656,April Snyder
First Class,Home Office,United States,Garland,Texas,75043,Central,Furniture,Furnishings,8.544,2,0.6,-7.476,Patrick Johnson
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Furniture,Furnishings,68.95,5,0,28.959,Raymond Navarro
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Office Supplies,Storage,296.37,3,0,80.0199,Jennifer Morales
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Technology,Phones,39.98,2,0,1.999,Laurie Wallace
First Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,191.058,3,0.3,-46.3998,Harold Hayes
First Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,13.04,5,0.2,3.912,Jeffrey Howard
First Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,1525.188,6,0.8,-2287.782,Charles Wolfe
Standard Class,Home Office,United States,Greenville,North Carolina,27834,South,Office Supplies,Labels,9.216,4,0.2,3.3408,Amber Lamb
Standard Class,Home Office,United States,Greenville,North Carolina,27834,South,Office Supplies,Supplies,28.048,2,0.2,3.506,Christopher Hunter
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,64.96,2,0,21.4368,Dr. James Willis
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,30.56,4,0,14.9744,Tina Martin
Standard Class,Consumer,United States,Greensboro,North Carolina,27405,South,Furniture,Chairs,187.056,9,0.2,11.691,Eric Owens PhD
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,11.808,2,0.2,1.3284,Danielle Castro
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,9.656,1,0.2,1.5691,Melissa Holland
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,20.736,4,0.2,7.2576,Kelsey Davis
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Binders,27.36,3,0.7,-21.888,Sean Parks
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Tables,2314.116,7,0.4,-1002.7836,Andrew Perez
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Binders,34.236,4,0.7,-26.2476,Michael Clark
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,19.76,2,0.2,5.928,Kelsey Davis
Second Class,Consumer,United States,Grand Island,Nebraska,68801,Central,Office Supplies,Paper,15.96,2,0,7.98,Gina Good
Standard Class,Consumer,United States,Lakewood,California,90712,West,Office Supplies,Art,16.9,5,0,6.253,Scott Love DDS
Standard Class,Consumer,United States,Lakewood,California,90712,West,Furniture,Furnishings,25.08,6,0,9.0288,Jeffery Knight
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,6.68,2,0,2.004,William Fuentes
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,19.44,3,0,9.3312,Jennifer Summers
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,31.92,2,0.2,2.394,Richard Price
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,33.568,2,0.2,11.7488,Jody Morgan
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,63.94,1,0,24.9366,William Jenkins
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,60.6,5,0.2,20.4525,Mario Morris
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,22.72,4,0,6.5888,Chad Price
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Furnishings,10.68,4,0,4.0584,Emily Howard
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,17.34,3,0,8.4966,Andrew Perez
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,3.38,1,0,1.5548,Alex Drake
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,26.976,4,0.2,8.7672,Susan Wagner
Standard Class,Corporate,United States,Scottsdale,Arizona,85254,West,Office Supplies,Paper,307.776,7,0.2,111.5688,Nicholas Smith
Second Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,244.55,5,0,4.891,Amber Lamb
Second Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Envelopes,12.24,6,0,5.7528,Janice Johnston
Second Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Accessories,13.98,2,0,6.0114,Jesse Silva
Second Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Accessories,899.95,5,0,53.997,Scott Scott
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,1.632,1,0.2,0.5508,Joseph Fuentes
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Phones,267.96,5,0.2,16.7475,Allison Ruiz
Second Class,Consumer,United States,Rochester,New York,14609,East,Technology,Accessories,31.95,1,0,2.2365,James Miranda
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,725.84,4,0,210.4936,Jennifer Myers
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,10.896,3,0.2,3.9498,Jessica Thompson
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,8.544,2,0.2,2.8836,Gary Hatfield
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Binders,32.34,3,0,15.5232,Erica Jimenez
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Paper,39.9,5,0,19.95,Hannah Wiggins
Standard Class,Consumer,United States,Park Ridge,Illinois,60068,Central,Office Supplies,Paper,143.856,9,0.2,48.5514,Mario Morris
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,41.92,4,0.2,15.196,Morgan Hernandez
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Phones,329.584,2,0.2,37.0782,Michael Larson
First Class,Corporate,United States,Monroe,Louisiana,71203,South,Office Supplies,Binders,87.28,8,0,41.0216,Jeffrey Ruiz
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,279.456,6,0.2,20.9592,Maureen Smith
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,8,2,0,3.84,David Taylor
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,27.24,5,0.2,9.534,Ronald Atkinson
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,16.36,1,0,1.636,William Gonzalez
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,15.78,2,0,0.6312,Jennifer Crawford
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,45.98,2,0,12.8744,Austin Boyer
Standard Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Bookcases,198.272,8,0.2,-32.2192,David Taylor
First Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,720.76,5,0.2,54.057,Kaitlin Johnson
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Furniture,Furnishings,70.56,6,0,23.9904,Stephen Norton
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Appliances,81.96,2,0,22.9488,Grace Davis
Second Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,64.864,4,0.2,6.4864,Richard Price
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,151.192,1,0.2,13.2293,Timothy Lutz
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,88.776,3,0.2,7.7679,Nicholas Massey
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,11.56,4,0,5.4332,Jeremy Parks
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,15.58,1,0,3.895,Susan Levy
First Class,Corporate,United States,Akron,Ohio,44312,East,Office Supplies,Paper,85.056,3,0.2,28.7064,Nicholas Smith
Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,273.96,2,0,71.2296,Morgan Hernandez
Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,306.9,3,0,79.794,George Allen
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,Taylor Perry
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Tables,347.361,7,0.3,-69.4722,Amanda Hebert
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,Michael Stewart
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Accessories,98.16,6,0,9.816,Jonathan Williams
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,31.44,3,0,7.86,Crystal Gill
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,348.488,7,0.2,117.6147,Richard Sutton
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,172.736,4,0.2,-30.2288,Thomas Reynolds
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,15.54,3,0,7.6146,Brandi Meyer
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,105.552,6,0.2,35.6238,Hannah Wiggins
Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,25.92,5,0.2,9.072,Susan Williams
Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,15.808,8,0.2,5.3352,Grace Davis
Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.368,2,0.2,3.7584,Richard Sutton
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,358.2,3,0.4,41.79,Nicole Baker
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,545.916,14,0.4,72.7888,James Miranda
Standard Class,Consumer,United States,Rogers,Arkansas,72756,South,Office Supplies,Binders,40.41,9,0,18.5886,Joshua Harris
Second Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Phones,167.976,3,0.2,10.4985,Pamela Williams
Second Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Accessories,109.53,3,0,47.0979,Alex Drake
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Labels,9.82,2,0,4.8118,Mr. Ryan Sanchez
Second Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,26.352,3,0.2,9.5526,Jennifer Myers
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Labels,22.5,6,0,10.8,Jeffrey Hawkins
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Labels,9.96,2,0,4.5816,Kathy Santana
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,213.08,7,0,102.2784,William Jenkins
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Furniture,Bookcases,1025.88,6,0,235.9524,James Moore
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Paper,21.98,7,0,9.891,Robin Harris
Same Day,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,63.2,5,0,23.384,Kristin Potts
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,39,12,0,11.31,Richard Jones
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,2.907,3,0.7,-2.0349,Jermaine Fletcher
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Bookcases,556.665,5,0.15,6.549,Michael Stewart
First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,71.98,2,0,15.1158,Tina Spears
First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,79.98,2,0,26.3934,Jacob Hooper
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,24.672,4,0.2,7.71,William Jenkins
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,3.744,1,0.2,1.3104,Lindsay Archer
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,445.96,5,0.2,55.745,Karen Harris
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,36.24,1,0,15.2208,Jonathon Gibson
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,10.65,3,0,5.0055,Stephanie Sutton
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,87.92,4,0,40.4432,Kimberly Smith
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,22.424,1,0.2,8.409,Connor Rodriguez
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,90.48,3,0.2,33.93,Bridget Thompson
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,42.76,1,0,11.1176,Caroline Chambers
Standard Class,Consumer,United States,Clovis,New Mexico,88101,West,Office Supplies,Binders,10.08,7,0.2,3.528,Darrell Johns
Standard Class,Consumer,United States,Clovis,New Mexico,88101,West,Technology,Accessories,101.34,3,0,8.1072,Michael Larson
First Class,Consumer,United States,Wichita,Kansas,67212,Central,Technology,Phones,224.75,5,0,62.93,Robin Harris
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,73.176,6,0.8,-197.5752,Michael Warner
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,Michael Fitzgerald
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,39.984,2,0.2,-8.9964,Scott Scott
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,15.36,2,0,7.68,Raymond Navarro
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,Joseph Jones
First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,150.384,2,0.2,15.0384,Dawn Macias
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,280.782,3,0.4,-60.8361,Mitchell Smith
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,31.984,2,0.2,1.1994,Tony House
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,11.232,3,0.2,3.9312,Kristin Potts
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,26.4,5,0,11.88,Charles Williams
Standard Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,3.52,2,0,1.0208,Danny Williams
First Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,1649.95,5,0,659.98,Lindsay Archer
First Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,111.9,6,0,51.474,Thomas Alexander
Same Day,Home Office,United States,Los Angeles,California,90036,West,Furniture,Bookcases,599.165,5,0.15,35.245,Kimberly Maynard
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Storage,46.53,3,0,12.0978,Norma Fisher
First Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,31.984,2,0.2,1.999,Susan Wagner
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Appliances,161.568,2,0.2,16.1568,Jacob Hooper
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,4.064,1,0.2,1.3716,William Fuentes
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,6.216,4,0.7,-4.9728,Deborah Wong
Standard Class,Consumer,United States,Chandler,Arizona,85224,West,Office Supplies,Art,8.896,4,0.2,0.6672,Timothy Newton
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,1640.7,5,0,459.396,Richard Price
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Accessories,270,3,0,97.2,Cindy Oconnor
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,19.52,2,0.2,5.368,Adam Wood
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,9.81,5,0.7,-6.867,Tina Spears
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,213.216,3,0.2,15.9912,Diane Gordon DVM
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,588.784,2,0.2,183.995,Kimberly Hoover
Second Class,Consumer,United States,Jupiter,Florida,33458,South,Office Supplies,Art,2.064,1,0.2,0.1548,Alex Drake
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,6.368,2,0.2,2.388,Jody Morgan
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,99.6,1,0,36.852,Amanda Davis
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,62.296,13,0.2,21.0249,Kim Jones
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,10.71,3,0,2.7846,Mary Alvarez
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,20.936,1,0.2,7.0659,James Saunders
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,33,6,0,8.25,Andrea Brown
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,249.95,5,0,87.4825,Emily Howard
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Supplies,357.93,3,0,7.1586,Caleb Clark
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Technology,Accessories,57.4,5,0,10.906,Dr. Robert Osborne
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Binders,331.96,2,0,149.382,Alexandra Rose
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Furniture,Furnishings,40.56,2,0,12.9792,Amanda Davis
Standard Class,Home Office,United States,Sparks,Nevada,89431,West,Office Supplies,Supplies,86.2,5,0,24.998,Shawn Williams
Standard Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,38.016,6,0.2,13.7808,Theodore Mcgrath
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,8.384,1,0.2,0.7336,Michael Bryant
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,6.848,2,0.2,0.7704,Kristin Potts
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Fasteners,19.6,5,0,9.604,Blake Pennington
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Furniture,Furnishings,68.46,2,0,20.538,Charles Douglas
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,13.344,6,0.2,4.3368,Kimberly Hoover
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Tables,1478.272,8,0.2,92.392,Christine Knight
Standard Class,Corporate,United States,Asheville,North Carolina,28806,South,Office Supplies,Storage,16.272,1,0.2,-3.8646,Collin Lopez
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,9.24,3,0,4.4352,Deanna Munoz
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,32.34,10,0.7,-23.716,Michael Adams
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Paper,56.064,4,0.2,19.6224,Joel Rivera
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,108.72,5,0.2,36.693,Thomas Rivers
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Furniture,Bookcases,181.47,5,0.7,-320.597,Brian Hamilton
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,16.176,3,0.2,6.066,Matthew Bryant
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,122.352,3,0.2,13.7646,Gregory Sanchez
First Class,Home Office,United States,San Diego,California,92105,West,Furniture,Chairs,585.552,3,0.2,73.194,Veronica Bray
First Class,Home Office,United States,San Diego,California,92105,West,Office Supplies,Paper,19.44,3,0,9.3312,Angela Hubbard
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Appliances,123.92,5,0.2,9.294,Thomas Reynolds
Standard Class,Consumer,United States,Parker,Colorado,80134,West,Furniture,Furnishings,13.36,5,0.2,4.008,Richard Kirby
Standard Class,Consumer,United States,Parker,Colorado,80134,West,Office Supplies,Storage,78.256,2,0.2,-17.6076,Michael Larson
Standard Class,Consumer,United States,Parker,Colorado,80134,West,Furniture,Bookcases,102.018,7,0.7,-183.6324,Miss Angela Swanson DVM
Same Day,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Storage,750.68,2,0,37.534,Julie Chen
First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Labels,44.4,3,0,22.2,Jeffrey Howard
First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Storage,84.55,5,0,22.8285,John Neal
First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Paper,17.94,3,0,8.7906,Margaret Jones
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Binders,128.4,3,0,62.916,Charles Melton
Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,1.869,1,0.7,-1.3083,Hannah Reyes
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Phones,103.192,1,0.2,11.6091,Warren Middleton
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Accessories,36,2,0,6.48,Rebecca Hill
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Accessories,239.96,4,0,115.1808,Lauren Henry
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Storage,40.68,2,0,0.4068,Crystal Gill
Standard Class,Consumer,United States,Miami,Florida,33142,South,Furniture,Chairs,419.136,4,0.2,-68.1096,Kristina Wilcox
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Envelopes,23.472,3,0.2,7.6284,Joel Rivera
Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,3.592,4,0.8,-6.286,Victor Nolan
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,23.976,3,0.2,-5.6943,Sherry Simpson
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,6.264,3,0.2,2.0358,Kimberly Smith
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Appliances,20.808,3,0.2,1.8207,Autumn Robinson
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,218.352,3,0.2,-19.1058,Cheryl Hughes
First Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,18.16,2,0.2,1.816,William Fuentes
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Supplies,7.36,2,0,0.1472,Theresa Medina
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Labels,41.4,4,0,19.872,Laura Gregory
Same Day,Home Office,United States,San Francisco,California,94122,West,Furniture,Bookcases,411.332,4,0.15,-4.8392,Connor Rodriguez
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,7.656,4,0.7,-6.1248,Samantha Floyd
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,63.92,2,0.2,19.176,Randall Dawson
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,6.56,2,0,1.9024,Megan Hart
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,7.83,3,0,3.6018,Cindy Adams
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,41.9,2,0,8.799,Bridget Thompson
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,664.146,6,0.1,88.5528,Michael Clark
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,8.96,2,0,4.3904,Regina Stewart
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,3.312,1,0.2,0.6624,Timothy Newton
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,20.136,3,0.2,1.2585,Richard Sutton
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,8.856,3,0.2,2.8782,Travis Thompson
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,859.2,4,0.4,-186.16,Blake Jones
Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,61.96,2,0,27.882,Cindy Adams
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,17.92,4,0,8.6016,Mrs. Samantha Hicks MD
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,145.9,5,0,62.737,Kevin May
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,56.704,2,0.2,19.1376,Cheryl Bradley
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,11.12,2,0.2,3.475,Travis Thompson
Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,32.896,4,0.2,11.1024,Cheryl Bradley
Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,22.776,3,0.2,7.6869,Amy Davidson
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,239.97,3,0,2.3997,Caleb Clark
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,160.32,2,0,44.8896,Charles Gonzalez
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,128.85,3,0,3.8655,Carol Jordan
Second Class,Corporate,United States,Huntsville,Alabama,35810,South,Technology,Accessories,1319.96,4,0,527.984,Julie Chen
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,239.96,10,0.3,-10.284,Andrew Perez
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,54.768,2,0.2,6.846,Peter Meyers
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,13.392,3,0.2,3.1806,Michael Montgomery
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,23.92,5,0.2,8.671,Jennifer Osborne
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,255.968,4,0.2,-28.7964,Brenda Ford
First Class,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Binders,21.552,6,0.2,7.0044,James Stone
First Class,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Appliances,58.24,4,0,15.7248,Lisa Ellis
First Class,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper,80.28,12,0,36.9288,Barbara Sanders
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Art,9.78,2,0,4.0098,Joseph Jones
Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Office Supplies,Fasteners,1.81,1,0,0.6516,David Williams
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,37.94,2,0,18.2112,Kathleen Miller
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,79.96,5,0.2,27.986,Paul Smith
Standard Class,Corporate,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Paper,115.296,3,0.2,40.3536,Robert Maynard
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,2479.96,4,0,743.988,Willie Garcia
